==========================================================================================
CRYPTIANA VATICAN MATRIX: CUDA Deep Space (KryptosBot Strict Scoring)
==========================================================================================

Generating periodic keys...
Targeting 475,254 periodic keys per alphabet.

Igniting GPU Sweep...
TOTAL PROCESSED      | SPEED                | BATCH TIME   | HITS FOUND
6.80 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.80 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.80 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.81 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.81 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.81 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.81 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.81 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.82 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.82 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.82 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.82 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.82 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.83 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.83 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.83 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.83 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.83 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.84 Trillion        | 422 M/sec            |  4.74s       |     0 hits
6.84 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.84 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.84 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.84 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.85 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.85 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.85 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.85 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.85 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.86 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.86 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.86 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.86 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.86 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.87 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.87 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.87 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.87 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.87 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.88 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.88 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.88 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.88 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.88 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.89 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.89 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.89 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.89 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.89 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.90 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.90 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.90 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.90 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.90 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.91 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.91 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.91 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.91 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.91 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.92 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.93 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.93 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.93 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.93 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.93 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.96 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.97 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.98 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.98 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.98 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.98 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.98 Trillion        | 420 M/sec            |  4.75s       |     0 hits
6.99 Trillion        | 419 M/sec            |  4.77s       |     0 hits
6.99 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.99 Trillion        | 420 M/sec            |  4.75s       |     0 hits
6.99 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.99 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.00 Trillion        | 423 M/sec            |  4.72s       |     0 hits
7.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.02 Trillion        | 422 M/sec            |  4.72s       |     0 hits
7.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.03 Trillion        | 422 M/sec            |  4.74s       |     0 hits
7.03 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.03 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.03 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.03 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.04 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.04 Trillion        | 423 M/sec            |  4.72s       |     0 hits
7.04 Trillion        | 422 M/sec            |  4.74s       |     0 hits
7.04 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.04 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.05 Trillion        | 422 M/sec            |  4.72s       |     0 hits
7.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.06 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.06 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.06 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.06 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.06 Trillion        | 422 M/sec            |  4.74s       |     0 hits
7.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.08 Trillion        | 422 M/sec            |  4.72s       |     0 hits
7.08 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.08 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.08 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.08 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.09 Trillion        | 423 M/sec            |  4.72s       |     0 hits
7.10 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.10 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.10 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.10 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.10 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.11 Trillion        | 422 M/sec            |  4.72s       |     0 hits
7.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.13 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.13 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.13 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.13 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.13 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.14 Trillion        | 423 M/sec            |  4.72s       |     0 hits
7.15 Trillion        | 422 M/sec            |  4.74s       |     0 hits
7.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.15 Trillion        | 423 M/sec            |  4.72s       |     0 hits
7.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.16 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.16 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.16 Trillion        | 421 M/sec            |  4.74s       |     0 hits
7.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
7.18 Trillion        | 423 M/sec            |  4.72s       |     0 hits
